subgroup,modeldate,startdate,enddate,pollster,samplesize,approve,disapprove
All polls,01/01/2020,8/22/2018,8/25/2018,NBC News/Wall Street Journal,600,44,52
All polls,01/01/2020,8/23/2018,8/24/2018,YouGov,1000,41,50
All polls,01/01/2020,8/22/2018,8/26/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,8/24/2018,8/26/2018,Morning Consult,2201,43,51
All polls,01/01/2020,8/23/2018,8/27/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,8/22/2018,8/28/2018,Ipsos,3380,37.4,56.4
All polls,01/01/2020,8/24/2018,8/25/2018,YouGov,1000,41,51
All polls,01/01/2020,8/22/2018,8/27/2018,McLaughlin & Associates,1000,48,50
All polls,01/01/2020,8/23/2018,8/29/2018,Ipsos,2511,38.5,56.2
All polls,01/01/2020,8/23/2018,8/29/2018,SurveyMonkey,14089,44,55
All polls,01/01/2020,8/25/2018,8/27/2018,YouGov,1000,41,52
All polls,01/01/2020,8/23/2018,8/28/2018,Suffolk University,1000,39.8,55.8
All polls,01/01/2020,8/23/2018,8/28/2018,Kaiser Family Foundation,1201,37,59
All polls,01/01/2020,8/26/2018,8/28/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,53
All polls,01/01/2020,8/26/2018,8/28/2018,YouGov,1500,41,48
All polls,01/01/2020,8/24/2018,8/30/2018,Ipsos,2068,39.7,54.4
All polls,01/01/2020,8/23/2018,8/30/2018,IBD/TIPP,902,36,56
All polls,01/01/2020,8/27/2018,8/27/2018,YouGov,1000,43,51
All polls,01/01/2020,8/27/2018,8/29/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,8/27/2018,8/29/2018,Morning Consult,2202,41,52
All polls,01/01/2020,8/26/2018,8/29/2018,ABC News/Washington Post,1003,36,60
All polls,01/01/2020,8/25/2018,8/31/2018,Ipsos,2328,40,54.2
All polls,01/01/2020,8/27/2018,8/29/2018,Vox Populi Polling,894,48,52
All polls,01/01/2020,8/27/2018,8/28/2018,Public Policy Polling,572,41,56
All polls,01/01/2020,8/27/2018,8/29/2018,YouGov,1000,39,51
All polls,01/01/2020,8/28/2018,8/30/2018,SurveyMonkey,2433,44,54
All polls,01/01/2020,8/28/2018,8/30/2018,YouGov,1000,43,50
All polls,01/01/2020,8/28/2018,8/30/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,8/26/2018,8/31/2018,HarrisX,5000,46,54
All polls,01/01/2020,8/26/2018,09/01/2018,Ipsos,2345,39.5,55
All polls,01/01/2020,8/29/2018,8/31/2018,Emerson College,1000,37.7,53.3
All polls,01/01/2020,8/29/2018,8/31/2018,Morning Consult,2197,41,53
All polls,01/01/2020,8/27/2018,09/02/2018,Gallup,1500,41,53
All polls,01/01/2020,8/28/2018,8/31/2018,Morning Consult,1964,46,51
All polls,01/01/2020,8/27/2018,09/02/2018,Ipsos,2351,39.5,54.9
All polls,01/01/2020,8/29/2018,8/30/2018,YouGov,1000,38,54
All polls,01/01/2020,8/30/2018,8/31/2018,YouGov,1000,39,50
All polls,01/01/2020,8/28/2018,09/03/2018,Ipsos,2376,39.6,54.9
All polls,01/01/2020,8/29/2018,09/02/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,8/29/2018,09/02/2018,Selzer & Co.,1002,39,50
All polls,01/01/2020,8/31/2018,09/01/2018,HarrisX,1000,47,53
All polls,01/01/2020,8/31/2018,09/01/2018,YouGov,1000,40,52
All polls,01/01/2020,8/30/2018,09/03/2018,SurveyMonkey,2698,42,55
All polls,01/01/2020,8/30/2018,09/03/2018,Rasmussen Reports/Pulse Opinion Research,1500,45,53
All polls,01/01/2020,8/30/2018,09/02/2018,Morning Consult,2201,42,52
All polls,01/01/2020,8/29/2018,09/04/2018,Ipsos,2387,39.7,54.3
All polls,01/01/2020,8/30/2018,09/05/2018,SurveyMonkey,9709,43,54
All polls,01/01/2020,09/01/2018,09/02/2018,YouGov,1000,39,53
All polls,01/01/2020,8/30/2018,09/05/2018,Ipsos,2402,38.9,54.9
All polls,01/01/2020,09/02/2018,09/04/2018,Rasmussen Reports/Pulse Opinion Research,1500,44,54
All polls,01/01/2020,09/02/2018,09/03/2018,YouGov,1000,41,51
All polls,01/01/2020,8/31/2018,09/06/2018,Ipsos,2518,39.3,54.9
All polls,01/01/2020,09/02/2018,09/04/2018,YouGov,1500,38,53
All polls,01/01/2020,09/03/2018,09/05/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,09/01/2018,09/07/2018,Ipsos,2266,39.9,54
All polls,01/01/2020,09/03/2018,09/04/2018,YouGov,1000,40,51
All polls,01/01/2020,09/02/2018,09/08/2018,Ipsos,2274,40.4,53.3
All polls,01/01/2020,09/04/2018,09/05/2018,YouGov,1000,41,52
All polls,01/01/2020,09/04/2018,09/06/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,52
All polls,01/01/2020,09/05/2018,09/07/2018,SurveyMonkey,2033,42,55
All polls,01/01/2020,09/05/2018,09/06/2018,YouGov,1000,42,49
All polls,01/01/2020,09/03/2018,09/09/2018,Ipsos,2295,40.3,53.6
All polls,01/01/2020,09/03/2018,09/09/2018,SurveyMonkey,8944,44,54
All polls,01/01/2020,09/04/2018,09/07/2018,HarrisX,3000,48,52
All polls,01/01/2020,09/03/2018,09/09/2018,Gallup,1500,40,54
All polls,01/01/2020,09/04/2018,09/10/2018,Ipsos,2280,40.2,53.5
All polls,01/01/2020,09/06/2018,09/07/2018,YouGov,1000,37,55
All polls,01/01/2020,09/06/2018,09/07/2018,Morning Consult,1902,40,53
All polls,01/01/2020,09/05/2018,09/09/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,09/05/2018,09/09/2018,Marist College,949,39,52
All polls,01/01/2020,09/05/2018,09/09/2018,Global Strategy Group/GBAO,1033,39,59
All polls,01/01/2020,09/07/2018,09/09/2018,YouGov,1000,39,51
All polls,01/01/2020,8/22/2018,9/24/2018,USC Dornsife/LA Times,2513,39,57
All polls,01/01/2020,09/05/2018,09/11/2018,Ipsos,2250,40,54.1
All polls,01/01/2020,09/06/2018,09/10/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,09/06/2018,09/09/2018,Morning Consult,1988,41,56
All polls,01/01/2020,09/06/2018,09/09/2018,CNN/SSRS,1003,36,58
All polls,01/01/2020,09/06/2018,09/09/2018,Quinnipiac University,1038,38,54
All polls,01/01/2020,09/06/2018,09/12/2018,SurveyMonkey,15408,43,55
All polls,01/01/2020,09/06/2018,09/12/2018,Ipsos,2275,40.7,54.2
All polls,01/01/2020,09/08/2018,09/09/2018,YouGov,1000,39,53
All polls,01/01/2020,09/09/2018,09/11/2018,Rasmussen Reports/Pulse Opinion Research,1500,45,53
All polls,01/01/2020,09/09/2018,09/11/2018,YouGov,1500,42,48
All polls,01/01/2020,09/07/2018,9/13/2018,Ipsos,2280,40,54.9
All polls,01/01/2020,09/09/2018,09/10/2018,YouGov,1000,37,55
All polls,01/01/2020,09/10/2018,09/12/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,09/08/2018,9/14/2018,Ipsos,2262,40.7,54.8
All polls,01/01/2020,09/10/2018,09/11/2018,YouGov,1000,38,54
All polls,01/01/2020,09/11/2018,9/13/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,09/09/2018,9/15/2018,Ipsos,2244,40.5,55
All polls,01/01/2020,09/09/2018,9/14/2018,HarrisX,5000,47,53
All polls,01/01/2020,09/11/2018,09/12/2018,YouGov,1000,39,51
All polls,01/01/2020,09/10/2018,9/16/2018,Gallup,1500,38,56
All polls,01/01/2020,09/10/2018,9/16/2018,Ipsos,2190,42,53.7
All polls,01/01/2020,09/12/2018,9/13/2018,YouGov,1000,38,52
All polls,01/01/2020,09/12/2018,9/13/2018,SurveyMonkey,2173,43,56
All polls,01/01/2020,9/14/2018,9/14/2018,YouGov,1000,39,53
All polls,01/01/2020,09/11/2018,9/17/2018,Ipsos,2196,41.9,54.2
All polls,01/01/2020,09/12/2018,9/16/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,9/13/2018,9/17/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,09/12/2018,9/18/2018,Ipsos,2217,42.3,53.7
All polls,01/01/2020,9/13/2018,9/16/2018,Morning Consult,1564,42,53
All polls,01/01/2020,9/14/2018,9/15/2018,YouGov,1000,39,51
All polls,01/01/2020,9/13/2018,9/19/2018,Ipsos,2196,42.5,53.4
All polls,01/01/2020,09/09/2018,9/23/2018,GQR Research,1000,41,55
All polls,01/01/2020,9/13/2018,9/19/2018,SurveyMonkey,20492,44,54
All polls,01/01/2020,9/15/2018,9/16/2018,YouGov,1000,41,51
All polls,01/01/2020,9/14/2018,9/20/2018,Ipsos,2184,42.9,52.9
All polls,01/01/2020,9/16/2018,9/17/2018,YouGov,1000,42,51
All polls,01/01/2020,9/16/2018,9/18/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,9/16/2018,9/18/2018,YouGov,1500,41,50
All polls,01/01/2020,9/17/2018,9/18/2018,HarrisX,997,46,54
All polls,01/01/2020,9/16/2018,9/19/2018,Fox News,1003,44,52
All polls,01/01/2020,9/17/2018,9/19/2018,Morning Consult,1948,43,52
All polls,01/01/2020,9/15/2018,9/21/2018,Ipsos,2216,42.8,52.1
All polls,01/01/2020,9/17/2018,9/18/2018,YouGov,1000,42,50
All polls,01/01/2020,9/16/2018,9/19/2018,NBC News/Wall Street Journal,900,44,52
All polls,01/01/2020,9/17/2018,9/19/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,9/18/2018,9/19/2018,YouGov,1000,41,51
All polls,01/01/2020,9/16/2018,9/21/2018,HarrisX,4997,47,53
All polls,01/01/2020,9/18/2018,9/20/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,9/16/2018,9/22/2018,Ipsos,2191,42.5,52.5
All polls,01/01/2020,9/17/2018,9/20/2018,American Research Group,1100,37,59
All polls,01/01/2020,9/19/2018,9/21/2018,YouGov,1000,41,53
All polls,01/01/2020,9/17/2018,9/23/2018,Ipsos,2218,41.6,52.8
All polls,01/01/2020,9/17/2018,9/23/2018,Gallup,1500,40,56
All polls,01/01/2020,9/18/2018,9/24/2018,Pew Research Center,1754,38,55
All polls,01/01/2020,9/18/2018,9/24/2018,McLaughlin & Associates,1000,46,52
All polls,01/01/2020,9/18/2018,9/24/2018,Ipsos,2204,42.1,52.2
All polls,01/01/2020,9/20/2018,9/21/2018,YouGov,1000,41,49
All polls,01/01/2020,9/19/2018,9/23/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,9/19/2018,9/25/2018,Ipsos,2363,41.1,53
All polls,01/01/2020,9/21/2018,9/22/2018,YouGov,1000,39,52
All polls,01/01/2020,9/20/2018,9/24/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,50
All polls,01/01/2020,9/20/2018,9/24/2018,Morning Consult,2201,40,54
All polls,01/01/2020,9/20/2018,9/23/2018,Morning Consult,2200,39,54
All polls,01/01/2020,9/20/2018,9/26/2018,SurveyMonkey,10792,44,54
All polls,01/01/2020,9/22/2018,9/24/2018,Marist College,997,42,49
All polls,01/01/2020,9/22/2018,9/23/2018,YouGov,1000,37,53
All polls,01/01/2020,9/20/2018,9/26/2018,Ipsos,2938,41.6,51.9
All polls,01/01/2020,9/23/2018,9/25/2018,YouGov,1500,40,50
All polls,01/01/2020,9/17/2018,10/01/2018,Public Religion Research Institute,2509,41,58
All polls,01/01/2020,9/23/2018,9/24/2018,YouGov,1000,40,53
All polls,01/01/2020,9/21/2018,9/27/2018,Ipsos,2963,42,51.6
All polls,01/01/2020,9/23/2018,9/25/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,9/24/2018,9/25/2018,YouGov,1000,41,51
All polls,01/01/2020,9/22/2018,9/28/2018,Ipsos,3241,41.7,52.3
All polls,01/01/2020,9/24/2018,9/26/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,9/26/2018,9/26/2018,YouGov,1000,44,50
All polls,01/01/2020,9/23/2018,9/29/2018,Ipsos,3822,40.9,53.4
All polls,01/01/2020,9/25/2018,9/27/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,9/23/2018,9/28/2018,HarrisX,5021,47,53
All polls,01/01/2020,9/19/2018,10/02/2018,Kaiser Family Foundation,1201,40,54
All polls,01/01/2020,9/26/2018,9/27/2018,YouGov,1000,42,50
All polls,01/01/2020,9/24/2018,9/30/2018,Ipsos,4030,40.7,53.5
All polls,01/01/2020,9/26/2018,9/27/2018,Harris Poll,1228,46,54
All polls,01/01/2020,9/24/2018,9/30/2018,Gallup,1500,42,53
All polls,01/01/2020,9/25/2018,10/01/2018,Ipsos,4057,40.3,53.8
All polls,01/01/2020,9/26/2018,9/30/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,9/27/2018,9/28/2018,YouGov,2607,39,49
All polls,01/01/2020,9/26/2018,10/02/2018,Ipsos,3316,39.9,54.2
All polls,01/01/2020,9/28/2018,9/29/2018,Morning Consult,993,43,53
All polls,01/01/2020,9/28/2018,9/30/2018,SurveyMonkey,2291,46,52
All polls,01/01/2020,9/27/2018,9/30/2018,Quinnipiac University,1111,41,53
All polls,01/01/2020,9/27/2018,10/01/2018,Morning Consult,2192,43,51
All polls,01/01/2020,9/28/2018,9/29/2018,YouGov,1000,42,51
All polls,01/01/2020,9/27/2018,10/01/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,9/27/2018,10/03/2018,Ipsos,3394,38.3,54.9
All polls,01/01/2020,9/27/2018,10/03/2018,IBD/TIPP,905,40,54
All polls,01/01/2020,9/27/2018,10/03/2018,SurveyMonkey,12953,47,51
All polls,01/01/2020,9/29/2018,9/30/2018,Harris Poll,1330,45,55
All polls,01/01/2020,9/29/2018,9/30/2018,YouGov,1000,38,54
All polls,01/01/2020,9/29/2018,9/30/2018,Civiqs,2139,44,52
All polls,01/01/2020,9/30/2018,10/02/2018,YouGov,1500,37,52
All polls,01/01/2020,9/30/2018,10/01/2018,YouGov,1000,39,52
All polls,01/01/2020,9/28/2018,10/04/2018,Ipsos,3386,38.1,55.2
All polls,01/01/2020,9/24/2018,10/07/2018,Pew Research Center,10683,38,61
All polls,01/01/2020,9/30/2018,10/02/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,10/01/2018,10/01/2018,Marist College,1183,41,53
All polls,01/01/2020,10/01/2018,10/02/2018,YouGov,1000,41,52
All polls,01/01/2020,10/01/2018,10/02/2018,HarrisX,1000,45,55
All polls,01/01/2020,9/29/2018,10/05/2018,Ipsos,3544,37.7,55.3
All polls,01/01/2020,10/01/2018,10/03/2018,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,9/28/2018,10/05/2018,HarrisX,6805,49,51
All polls,01/01/2020,10/01/2018,10/04/2018,Emerson College,1000,42.7,50.1
All polls,01/01/2020,10/02/2018,10/04/2018,Rasmussen Reports/Pulse Opinion Research,1500,51,48
All polls,01/01/2020,10/02/2018,10/03/2018,YouGov,1000,42,49
All polls,01/01/2020,9/30/2018,10/06/2018,Ipsos,3629,37.8,55.1
All polls,01/01/2020,10/03/2018,10/04/2018,YouGov,1000,40,50
All polls,01/01/2020,10/01/2018,10/07/2018,Gallup,1500,43,53
All polls,01/01/2020,10/01/2018,10/07/2018,SurveyMonkey,9532,48,50
All polls,01/01/2020,10/03/2018,10/04/2018,SurveyMonkey,1714,47,51
All polls,01/01/2020,10/01/2018,10/07/2018,Ipsos,3732,38.4,55.2
All polls,01/01/2020,10/04/2018,10/06/2018,YouGov,1000,41,52
All polls,01/01/2020,10/03/2018,10/07/2018,Rasmussen Reports/Pulse Opinion Research,1500,51,47
All polls,01/01/2020,10/02/2018,10/08/2018,Ipsos,3720,38.8,54.6
All polls,01/01/2020,10/03/2018,10/09/2018,Ipsos,3542,38.5,54.9
All polls,01/01/2020,10/05/2018,10/06/2018,YouGov,1000,40,53
All polls,01/01/2020,10/04/2018,10/07/2018,CNBC/Hart Research/Public Opinion Strategies,800,41,49
All polls,01/01/2020,10/04/2018,10/08/2018,Rasmussen Reports/Pulse Opinion Research,1500,51,47
All polls,01/01/2020,10/04/2018,10/07/2018,CNN/SSRS,1009,41,52
All polls,01/01/2020,10/04/2018,10/08/2018,Morning Consult,2201,43,52
All polls,01/01/2020,10/07/2018,10/07/2018,Morning Consult,2189,41,56
All polls,01/01/2020,10/04/2018,10/10/2018,SurveyMonkey,10474,47,51
All polls,01/01/2020,10/06/2018,10/07/2018,YouGov,1000,42,53
All polls,01/01/2020,10/04/2018,10/10/2018,Ipsos,3646,40.7,54.1
All polls,01/01/2020,10/05/2018,10/11/2018,Ipsos,3629,40.7,53.7
All polls,01/01/2020,10/07/2018,10/09/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,10/07/2018,10/08/2018,YouGov,1000,38,54
All polls,01/01/2020,10/07/2018,10/09/2018,YouGov,1500,40,50
All polls,01/01/2020,10/08/2018,10/10/2018,YouGov,1000,41,52
All polls,01/01/2020,10/08/2018,10/10/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,10/06/2018,10/12/2018,Ipsos,3171,42,52.7
All polls,01/01/2020,10/08/2018,10/11/2018,ABC News/Washington Post,1144,41,54
All polls,01/01/2020,10/07/2018,10/12/2018,HarrisX,5001,46,54
All polls,01/01/2020,10/09/2018,10/11/2018,YouGov,1000,41,51
All polls,01/01/2020,10/07/2018,10/13/2018,Ipsos,2529,42.5,51.7
All polls,01/01/2020,10/09/2018,10/11/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,10/08/2018,10/14/2018,Ipsos,2240,42.9,51
All polls,01/01/2020,10/10/2018,10/11/2018,YouGov,1000,41,50
All polls,01/01/2020,10/08/2018,10/14/2018,Gallup,1500,44,51
All polls,01/01/2020,10/09/2018,10/15/2018,Ipsos,2221,42.6,51.3
All polls,01/01/2020,10/10/2018,10/14/2018,Rasmussen Reports/Pulse Opinion Research,1500,51,49
All polls,01/01/2020,10/11/2018,10/14/2018,AP-NORC,1152,40,59
All polls,01/01/2020,10/11/2018,10/14/2018,Morning Consult,2201,44,50
All polls,01/01/2020,10/12/2018,10/14/2018,YouGov,1000,41,54
All polls,01/01/2020,10/11/2018,10/14/2018,Morning Consult,1959,43,52
All polls,01/01/2020,10/11/2018,10/15/2018,Rasmussen Reports/Pulse Opinion Research,1500,51,48
All polls,01/01/2020,10/11/2018,10/15/2018,Morning Consult,1866,44,51
All polls,01/01/2020,10/12/2018,10/13/2018,YouGov,1000,40,51
All polls,01/01/2020,10/10/2018,10/16/2018,Ipsos,2052,42.1,51.9
All polls,01/01/2020,10/11/2018,10/17/2018,SurveyMonkey,8207,45,52
All polls,01/01/2020,10/13/2018,10/15/2018,YouGov,1000,39,54
All polls,01/01/2020,10/11/2018,10/17/2018,Ipsos,2257,43.7,50.6
All polls,01/01/2020,10/11/2018,10/17/2018,Saint Leo University,1167,42.2,49.5
All polls,01/01/2020,10/14/2018,10/16/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,10/13/2018,10/16/2018,Fox News,1007,47,51
All polls,01/01/2020,10/12/2018,10/18/2018,Ipsos,2564,42.1,52.4
All polls,01/01/2020,10/10/2018,10/19/2018,Ipsos,1486,36,56
All polls,01/01/2020,10/14/2018,10/16/2018,YouGov,1500,41,48
All polls,01/01/2020,10/14/2018,10/15/2018,YouGov,1000,40,51
All polls,01/01/2020,10/14/2018,10/17/2018,CBS News,1108,39,53
All polls,01/01/2020,10/15/2018,10/17/2018,Zogby Analytics,848,47,52
All polls,01/01/2020,10/15/2018,10/16/2018,YouGov,1000,41,51
All polls,01/01/2020,10/14/2018,10/17/2018,NBC News/Wall Street Journal,900,47,49
All polls,01/01/2020,10/13/2018,10/19/2018,Ipsos,2818,39.7,53.5
All polls,01/01/2020,10/15/2018,10/17/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,10/16/2018,10/18/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,10/16/2018,10/17/2018,YouGov,1000,43,51
All polls,01/01/2020,10/16/2018,10/17/2018,HarrisX,1000,46,54
All polls,01/01/2020,10/14/2018,10/19/2018,HarrisX,5000,47,53
All polls,01/01/2020,10/14/2018,10/20/2018,Ipsos,2990,40.4,53.2
All polls,01/01/2020,10/17/2018,10/19/2018,YouGov,1000,39,51
All polls,01/01/2020,10/15/2018,10/21/2018,Ipsos,3496,41.1,52.2
All polls,01/01/2020,10/15/2018,10/21/2018,Gallup,1500,44,50
All polls,01/01/2020,10/17/2018,10/19/2018,SurveyMonkey,2177,47,51
All polls,01/01/2020,10/17/2018,10/21/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,10/18/2018,10/19/2018,Morning Consult,1968,45,51
All polls,01/01/2020,10/18/2018,10/19/2018,Morning Consult,2201,44,51
All polls,01/01/2020,10/17/2018,10/20/2018,American Research Group,1100,42,55
All polls,01/01/2020,10/16/2018,10/22/2018,Ipsos,3859,41.3,52.4
All polls,01/01/2020,10/18/2018,10/20/2018,YouGov,1000,40,54
All polls,01/01/2020,10/17/2018,10/22/2018,McLaughlin & Associates,1000,48,50
All polls,01/01/2020,10/18/2018,10/22/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,10/18/2018,10/22/2018,Suffolk University,1000,43,54.4
All polls,01/01/2020,10/17/2018,10/23/2018,Ipsos,3686,41,52.4
All polls,01/01/2020,10/19/2018,10/21/2018,YouGov,1000,42,49
All polls,01/01/2020,10/18/2018,10/24/2018,SurveyMonkey,7479,46,52
All polls,01/01/2020,10/20/2018,10/21/2018,YouGov,1000,41,52
All polls,01/01/2020,10/18/2018,10/24/2018,Ipsos,3840,40.7,52.9
All polls,01/01/2020,10/17/2018,10/25/2018,YouGov,2321,43,53
All polls,01/01/2020,10/21/2018,10/23/2018,YouGov,1500,42,50
All polls,01/01/2020,10/21/2018,10/23/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,10/19/2018,10/24/2018,SurveyMonkey,3913,47,52
All polls,01/01/2020,10/21/2018,10/22/2018,YouGov,1000,41,51
All polls,01/01/2020,10/21/2018,10/23/2018,Marist College,935,39,53
All polls,01/01/2020,10/19/2018,10/25/2018,Ipsos,3562,41.1,52.5
All polls,01/01/2020,10/22/2018,10/24/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,10/20/2018,10/26/2018,Ipsos,3323,42.9,51.8
All polls,01/01/2020,10/22/2018,10/23/2018,YouGov,1000,41,50
All polls,01/01/2020,10/23/2018,10/24/2018,YouGov,1000,41,53
All polls,01/01/2020,10/21/2018,10/26/2018,HarrisX,5002,47,53
All polls,01/01/2020,10/21/2018,10/27/2018,Ipsos,3153,43.2,51.3
All polls,01/01/2020,10/21/2018,10/27/2018,USC Dornsife/LA Times,2350,41,57
All polls,01/01/2020,10/23/2018,10/25/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,10/22/2018,10/28/2018,Ipsos,2673,42.6,52.2
All polls,01/01/2020,10/25/2018,10/25/2018,YouGov,1000,41,51
All polls,01/01/2020,10/24/2018,10/26/2018,SurveyMonkey,2949,43,55
All polls,01/01/2020,10/22/2018,10/28/2018,Gallup,1500,40,54
All polls,01/01/2020,10/25/2018,10/26/2018,YouGov,1000,41,52
All polls,01/01/2020,10/23/2018,10/29/2018,Ipsos,2581,41.1,53.3
All polls,01/01/2020,10/25/2018,10/26/2018,Morning Consult,2201,42,52
All polls,01/01/2020,10/24/2018,10/28/2018,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,10/25/2018,10/29/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,10/24/2018,10/30/2018,Ipsos,2421,40.9,53.2
All polls,01/01/2020,10/26/2018,10/28/2018,YouGov,1000,41,51
All polls,01/01/2020,10/26/2018,10/28/2018,Harris Poll,1835,44,56
All polls,01/01/2020,10/25/2018,10/31/2018,SurveyMonkey,17797,44,54
All polls,01/01/2020,10/25/2018,10/30/2018,Morning Consult,2543,43,54
All polls,01/01/2020,10/27/2018,10/29/2018,YouGov,1000,40,53
All polls,01/01/2020,10/25/2018,10/31/2018,Ipsos,2589,42.2,52.2
All polls,01/01/2020,10/28/2018,10/30/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,10/28/2018,10/29/2018,Marist College,924,41,51
All polls,01/01/2020,10/28/2018,10/30/2018,YouGov,1500,40,52
All polls,01/01/2020,10/28/2018,10/29/2018,YouGov,1000,39,57
All polls,01/01/2020,10/26/2018,11/01/2018,Ipsos,2571,42.7,51.8
All polls,01/01/2020,10/27/2018,11/02/2018,Ipsos,2552,42,51.8
All polls,01/01/2020,10/25/2018,11/03/2018,IBD/TIPP,900,40,53
All polls,01/01/2020,10/29/2018,10/31/2018,YouGov,1000,42,53
All polls,01/01/2020,10/29/2018,10/31/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,10/28/2018,11/03/2018,Ipsos,2555,42.2,52
All polls,01/01/2020,10/29/2018,11/01/2018,ABC News/Washington Post,1255,40,53
All polls,01/01/2020,10/30/2018,11/01/2018,Rasmussen Reports/Pulse Opinion Research,1500,51,47
All polls,01/01/2020,10/28/2018,11/02/2018,HarrisX,5000,46,54
All polls,01/01/2020,10/30/2018,11/01/2018,SurveyMonkey,2323,46,52
All polls,01/01/2020,10/30/2018,10/31/2018,HarrisX,1000,45,55
All polls,01/01/2020,10/30/2018,10/31/2018,YouGov,1000,43,49
All polls,01/01/2020,10/30/2018,11/02/2018,SurveyMonkey,3700,45,54
All polls,01/01/2020,10/29/2018,11/04/2018,Gallup,1500,40,54
